;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Education_Level;Age;Total_Campaigns_Accepted;Average_Spend;Spent;Is_Parent;total_spending;avg_web_visits;online_purchase_ratio
163;PhD;Divorced;74165.0;0;0;9;1001;12;240;16;12;12;1;5;4;10;2;0;0;0;0;0;0;0;High;48;0;1293.0;2294;0;1293;0.16666666666666666;0.2631578947368421
165;Graduation;Together;43482.0;2;1;83;18;1;32;6;3;28;3;2;0;4;6;0;0;0;0;0;0;0;High;57;0;29.333333333333332;106;1;88;0.5;0.3333333333333333
166;Graduation;Divorced;62551.0;0;0;27;125;16;98;134;21;27;1;6;7;4;3;1;0;0;0;0;0;0;High;70;1;421.0;546;0;421;0.25;0.35294117647058826
167;Graduation;Divorced;52332.0;0;0;63;212;5;33;7;0;2;1;3;2;6;4;0;1;0;0;0;0;0;High;64;1;259.0;471;0;259;0.3333333333333333;0.2727272727272727
168;Graduation;Single;66951.0;0;0;46;277;162;305;173;76;124;1;3;4;7;1;0;0;0;0;0;0;0;High;35;0;1117.0;1394;0;1117;0.08333333333333333;0.21428571428571427
169;Graduation;Together;26091.0;1;1;84;15;10;19;8;17;20;3;2;1;3;5;0;0;0;0;0;0;0;High;66;0;29.666666666666668;104;1;89;0.4166666666666667;0.3333333333333333
170;Graduation;Together;33456.0;1;1;58;7;3;10;8;1;7;2;1;0;3;7;0;0;0;0;0;0;0;High;58;0;18.0;43;1;36;0.5833333333333334;0.25
171;Graduation;Married;28718.0;1;0;78;12;4;6;11;8;16;2;2;0;3;8;0;0;0;0;0;0;0;High;41;0;28.5;69;1;57;0.6666666666666666;0.4
172;Graduation;Married;50447.0;2;0;4;85;7;24;2;3;27;1;3;1;3;6;0;0;0;0;0;0;0;High;53;0;148.0;233;1;148;0.5;0.42857142857142855
173;PhD;Together;53537.0;1;1;17;81;0;6;0;0;6;2;2;1;3;5;0;0;0;0;0;0;0;High;64;0;46.5;174;1;93;0.4166666666666667;0.3333333333333333
174;Graduation;Single;52074.0;0;1;77;59;0;12;0;0;48;1;2;2;2;4;1;0;0;0;0;0;0;High;56;1;119.0;178;1;119;0.3333333333333333;0.3333333333333333
175;PhD;Married;80427.0;0;1;56;1149;71;449;69;71;26;1;11;8;8;5;0;0;0;0;0;0;0;High;48;0;1835.0;2984;1;1835;0.4166666666666667;0.4074074074074074
176;PhD;Married;83837.0;0;0;79;847;66;119;86;89;111;1;9;10;5;4;0;1;0;1;0;0;1;High;75;2;1318.0;2165;0;1318;0.3333333333333333;0.375
177;PhD;Married;38853.0;1;1;90;29;0;14;0;0;2;2;2;0;3;7;0;0;0;0;0;0;0;High;53;0;22.5;74;1;45;0.5833333333333334;0.4
178;Graduation;Together;38285.0;2;1;96;2;0;5;2;0;1;1;0;0;3;2;0;0;0;0;0;0;0;High;64;0;10.0;12;1;10;0.16666666666666666;0.0
179;2n Cycle;Married;78497.0;0;0;44;207;26;447;75;0;223;1;5;7;12;2;0;0;0;1;0;0;0;Low;72;1;978.0;1185;0;978;0.16666666666666666;0.20833333333333334
180;PhD;Married;51650.0;0;1;81;152;3;22;2;5;7;1;4;1;4;5;0;0;0;0;0;0;0;High;47;0;191.0;343;1;191;0.4166666666666667;0.4444444444444444
181;2n Cycle;Married;16248.0;1;0;77;12;11;10;3;12;9;3;2;1;3;6;0;0;0;0;0;0;0;Low;35;0;19.0;69;1;57;0.5;0.3333333333333333
182;Master;Married;66835.0;0;0;21;620;26;195;34;17;141;1;6;4;13;2;0;0;0;0;0;0;0;High;77;0;1033.0;1653;0;1033;0.16666666666666666;0.2608695652173913
183;Master;Married;30477.0;1;0;16;47;1;6;0;0;12;1;1;1;3;6;0;0;0;0;0;0;0;High;39;0;66.0;113;1;66;0.5;0.2
184;Basic;Married;28249.0;0;0;80;1;9;7;2;14;10;1;2;0;3;6;0;0;0;0;0;0;0;Middle;62;0;43.0;44;0;43;0.5;0.4
185;Graduation;Married;25271.0;1;0;45;10;1;18;10;4;7;1;1;1;2;9;0;0;0;0;0;0;0;High;40;0;50.0;60;1;50;0.75;0.25
186;PhD;Single;32303.0;0;1;63;35;0;2;0;0;2;2;1;0;4;5;0;0;0;0;0;0;0;High;53;0;19.5;74;1;39;0.4166666666666667;0.2
187;Graduation;Married;61286.0;0;1;34;356;0;107;19;9;117;2;7;1;8;5;0;0;0;0;0;0;0;High;57;0;304.0;964;1;608;0.4166666666666667;0.4375
188;Graduation;Married;74068.0;0;0;14;783;30;537;140;76;15;1;4;10;9;2;0;0;0;0;0;0;0;High;47;0;1581.0;2364;0;1581;0.16666666666666666;0.17391304347826086
189;PhD;Married;45759.0;1;1;13;42;1;18;3;0;4;2;2;0;3;7;0;0;0;0;0;0;0;High;59;0;34.0;110;1;68;0.5833333333333334;0.4
190;Basic;Together;24882.0;1;0;52;1;4;10;29;0;36;1;1;1;2;6;1;0;0;0;0;0;0;Middle;45;1;80.0;81;1;80;0.5;0.25
191;PhD;Together;66973.0;0;0;98;466;22;432;147;113;102;1;8;7;12;3;0;0;0;0;0;0;0;High;34;0;1282.0;1748;0;1282;0.25;0.2962962962962963
192;2n Cycle;Divorced;36640.0;1;0;99;15;6;8;7;4;25;1;2;1;2;5;0;0;0;0;0;1;0;Low;123;0;65.0;80;1;65;0.4166666666666667;0.4
193;Graduation;Married;38872.0;1;0;93;23;3;21;3;19;22;2;3;0;3;8;0;0;0;0;0;0;0;High;35;0;45.5;114;1;91;0.6666666666666666;0.5
194;Graduation;Married;51148.0;1;1;38;235;6;45;8;9;12;4;5;1;6;6;0;0;0;0;0;0;0;High;50;0;78.75;550;1;315;0.5;0.4166666666666667
195;Graduation;Married;31353.0;1;1;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;0;0;High;46;0;15.5;41;1;31;0.6666666666666666;0.25
196;Master;Married;69661.0;0;0;80;656;16;106;32;16;8;1;7;3;12;3;0;0;0;0;0;0;0;High;43;0;834.0;1490;0;834;0.25;0.3181818181818182
197;Graduation;Married;80067.0;0;0;82;519;17;813;27;173;51;1;4;6;6;2;0;0;1;0;0;0;0;High;69;1;1600.0;2119;0;1600;0.16666666666666666;0.25
198;Graduation;Married;86718.0;0;0;20;344;189;482;50;33;172;1;5;6;5;2;0;0;0;0;0;0;0;High;69;0;1270.0;1614;0;1270;0.16666666666666666;0.3125
199;PhD;Single;46854.0;1;1;81;96;1;79;7;1;79;6;5;1;3;8;1;0;0;0;0;0;1;High;50;1;43.833333333333336;359;1;263;0.6666666666666666;0.5555555555555556
200;Graduation;Divorced;69142.0;0;1;50;448;4;34;6;4;39;3;8;1;7;5;0;1;0;0;0;0;0;High;71;1;178.33333333333334;983;1;535;0.4166666666666667;0.5
201;Graduation;Single;75922.0;0;0;60;265;138;553;224;23;92;1;4;4;9;1;0;0;0;0;0;0;0;High;55;0;1295.0;1560;0;1295;0.08333333333333333;0.23529411764705882
202;Graduation;Divorced;63693.0;0;1;63;587;43;337;42;87;54;3;11;6;9;6;0;0;0;0;0;0;0;High;45;0;383.3333333333333;1737;1;1150;0.5;0.4230769230769231
203;PhD;Together;102160.0;0;0;54;763;29;138;76;176;58;0;7;9;10;4;0;1;1;1;0;0;1;High;46;3;inf;2003;0;1240;0.3333333333333333;0.2692307692307692
204;PhD;Single;40637.0;1;1;72;22;0;13;0;0;3;2;1;0;3;7;0;0;0;0;0;0;0;High;58;0;19.0;60;1;38;0.5833333333333334;0.25
205;Master;Single;18890.0;0;0;5;6;4;1;7;2;15;1;0;1;2;6;1;0;0;0;0;0;1;High;39;1;35.0;41;0;35;0.5;0.0
206;Graduation;Together;29604.0;1;0;88;7;6;13;7;6;14;1;1;0;3;9;1;0;0;0;0;0;0;High;35;1;53.0;60;1;53;0.75;0.25
207;Master;Divorced;48721.0;1;1;50;81;18;113;47;13;21;6;4;2;5;6;0;0;0;0;0;0;0;High;60;0;48.833333333333336;374;1;293;0.5;0.36363636363636365
208;Graduation;Married;44794.0;0;1;99;54;0;7;0;0;4;1;2;0;3;6;0;0;0;0;0;0;0;High;57;0;65.0;119;1;65;0.5;0.4
209;Graduation;Divorced;64497.0;0;1;17;1170;48;320;42;32;192;5;11;4;9;8;1;0;0;0;0;0;1;High;69;1;360.8;2974;1;1804;0.6666666666666666;0.4583333333333333
210;Graduation;Together;46097.0;0;1;11;72;24;68;65;4;8;5;3;1;6;4;0;0;0;0;0;0;0;High;67;0;48.2;313;1;241;0.3333333333333333;0.3
211;Graduation;Together;77972.0;0;0;18;613;22;319;33;102;12;1;4;6;9;1;0;0;0;0;0;0;0;High;69;0;1101.0;1714;0;1101;0.08333333333333333;0.21052631578947367
212;PhD;Married;44377.0;1;1;70;224;0;30;0;0;10;8;5;1;5;8;0;0;0;0;0;0;0;High;55;0;33.0;488;1;264;0.6666666666666666;0.45454545454545453
213;Master;Together;46014.0;1;1;21;410;0;59;19;9;44;10;7;1;8;7;0;0;0;0;0;0;0;High;49;0;54.1;951;1;541;0.5833333333333334;0.4375
214;Graduation;Married;70951.0;0;0;66;239;10;554;254;87;54;1;3;4;9;1;0;0;0;0;0;0;0;High;38;0;1198.0;1437;0;1198;0.08333333333333333;0.1875
215;Graduation;Married;41443.0;1;0;79;171;7;171;25;19;89;6;8;1;5;8;0;0;0;0;0;0;0;High;46;0;80.33333333333333;653;1;482;0.6666666666666666;0.5714285714285714
216;2n Cycle;Single;52195.0;2;1;2;12;0;4;0;0;1;1;1;0;2;8;0;0;0;0;0;0;0;Low;45;0;17.0;29;1;17;0.6666666666666666;0.3333333333333333
217;Master;Married;83790.0;0;0;81;1076;16;417;42;48;16;1;8;10;6;3;0;1;1;0;0;0;0;High;75;2;1615.0;2691;0;1615;0.25;0.3333333333333333
218;Master;Widow;44551.0;0;1;24;182;4;33;0;0;66;2;4;1;5;7;0;0;0;0;0;0;0;High;69;0;142.5;467;1;285;0.5833333333333334;0.4
219;Graduation;Together;69508.0;1;0;48;824;32;162;42;32;43;2;11;4;11;6;0;0;0;0;0;0;0;High;43;0;567.5;1959;1;1135;0.5;0.4230769230769231
220;2n Cycle;Together;45204.0;1;0;93;30;11;25;29;1;18;1;1;1;4;3;0;0;0;0;0;0;0;Low;35;0;114.0;144;1;114;0.25;0.16666666666666666
221;Graduation;Married;72460.0;0;0;56;377;10;540;80;30;10;1;3;5;7;1;0;0;0;0;0;0;0;High;54;0;1047.0;1424;0;1047;0.08333333333333333;0.2
222;PhD;Together;77622.0;0;2;3;520;7;154;19;0;14;2;6;3;11;3;0;0;0;0;0;0;0;High;53;0;357.0;1234;1;714;0.25;0.3
223;PhD;Married;30732.0;1;0;44;155;1;25;0;1;3;4;4;1;4;8;0;0;0;0;0;0;0;High;43;0;46.25;340;1;185;0.6666666666666666;0.4444444444444444
224;Graduation;Divorced;63887.0;0;1;38;897;23;207;15;11;92;5;9;6;12;6;0;0;0;0;0;0;0;High;61;0;249.0;2142;1;1245;0.5;0.3333333333333333
225;Graduation;Together;42011.0;1;0;46;131;0;16;2;1;39;4;3;1;4;8;0;0;0;0;0;0;0;High;45;0;47.25;320;1;189;0.6666666666666666;0.375
226;Graduation;Together;51369.0;0;1;84;297;7;79;0;11;182;2;8;2;4;8;0;0;0;0;0;0;0;High;47;0;288.0;873;1;576;0.6666666666666666;0.5714285714285714
227;Graduation;Divorced;51537.0;0;1;27;787;20;204;0;0;92;3;2;2;11;8;0;0;0;0;0;0;0;High;71;0;367.6666666666667;1890;1;1103;0.6666666666666666;0.13333333333333333
228;PhD;Married;79930.0;0;0;72;792;86;740;67;51;17;1;3;5;8;2;0;0;0;0;0;0;0;High;51;0;1753.0;2545;0;1753;0.16666666666666666;0.1875
229;PhD;Together;34320.0;1;0;66;4;1;9;3;0;0;1;1;0;2;8;0;0;0;0;0;0;0;High;37;0;17.0;21;1;17;0.6666666666666666;0.3333333333333333
230;Graduation;Single;37070.0;1;1;30;231;7;137;4;15;39;9;5;1;8;7;0;0;0;0;0;0;1;High;57;0;48.111111111111114;664;1;433;0.5833333333333334;0.35714285714285715
231;2n Cycle;Divorced;81975.0;0;1;2;983;76;184;180;138;27;1;6;3;4;7;0;0;1;0;0;0;0;Low;61;1;1588.0;2571;1;1588;0.5833333333333334;0.46153846153846156
232;Graduation;Together;38590.0;1;0;65;3;1;8;4;3;3;1;1;0;2;8;0;0;0;0;0;0;0;High;52;0;22.0;25;1;22;0.6666666666666666;0.3333333333333333
233;Graduation;Single;15033.0;0;0;37;0;4;5;6;0;4;1;1;0;3;3;0;0;0;0;0;0;0;High;72;0;19.0;19;0;19;0.25;0.25
234;PhD;Married;62745.0;0;1;89;562;21;464;28;10;32;3;7;8;11;5;0;0;0;0;0;0;0;High;58;0;372.3333333333333;1679;1;1117;0.4166666666666667;0.2692307692307692
235;2n Cycle;Married;22212.0;1;0;49;5;9;20;6;8;21;2;2;0;4;6;0;0;0;0;0;0;0;Low;48;0;34.5;74;1;69;0.5;0.3333333333333333
236;Master;Together;23661.0;1;0;46;18;0;4;0;0;1;1;1;0;3;7;0;0;0;0;0;0;0;High;41;0;23.0;41;1;23;0.5833333333333334;0.25
237;PhD;Single;79761.0;0;1;32;415;5;124;15;35;11;1;5;2;11;3;0;0;0;0;0;0;0;High;65;0;605.0;1020;1;605;0.25;0.2777777777777778
238;Graduation;Single;7500.0;1;0;54;5;3;10;12;7;20;4;3;1;3;7;0;0;0;0;0;0;0;High;50;0;14.25;62;1;57;0.5833333333333334;0.42857142857142855
239;2n Cycle;Single;60182.0;0;1;23;8;0;5;7;0;2;1;1;0;2;4;0;0;0;0;0;0;0;Low;130;0;22.0;30;1;22;0.3333333333333333;0.3333333333333333
240;Graduation;Widow;73455.0;0;0;98;901;61;757;186;163;20;1;6;5;10;3;0;1;0;0;0;0;0;High;55;1;2088.0;2989;0;2088;0.25;0.2857142857142857
241;Graduation;Together;64961.0;0;1;97;382;114;276;75;124;38;2;6;4;4;3;0;0;0;0;0;0;0;High;65;0;504.5;1391;1;1009;0.25;0.42857142857142855
242;Graduation;Single;22804.0;1;0;75;14;1;7;2;1;1;1;2;0;2;9;0;0;0;0;0;0;0;High;52;0;26.0;40;1;26;0.75;0.5
243;Graduation;Married;73687.0;0;0;8;559;153;503;218;13;181;1;3;9;9;2;0;0;0;1;0;0;1;High;33;1;1627.0;2186;0;1627;0.16666666666666666;0.14285714285714285
244;Graduation;Married;61074.0;0;1;37;789;0;133;0;28;152;7;11;5;8;7;0;0;0;0;0;0;0;High;65;0;157.42857142857142;1891;1;1102;0.5833333333333334;0.4583333333333333
245;PhD;Married;31686.0;1;1;31;11;0;5;0;0;1;2;1;0;3;6;0;0;0;0;0;0;0;High;59;0;8.5;28;1;17;0.5;0.25
246;Graduation;Married;80134.0;1;0;40;1218;16;272;104;0;80;2;5;3;6;6;0;1;1;1;0;0;1;High;51;3;845.0;2908;1;1690;0.5;0.35714285714285715
247;Graduation;Married;75027.0;0;1;74;925;64;179;133;12;77;2;9;4;6;5;0;0;0;0;0;0;0;High;70;0;695.0;2315;1;1390;0.4166666666666667;0.47368421052631576
248;PhD;Married;67546.0;0;0;90;864;134;768;150;38;172;1;4;10;5;3;0;0;0;0;0;0;0;High;35;0;2126.0;2990;0;2126;0.25;0.21052631578947367
249;Master;Together;65176.0;0;1;57;960;28;183;220;70;70;4;9;6;6;6;0;0;0;0;0;0;0;High;54;0;382.75;2491;1;1531;0.5;0.42857142857142855
250;Master;Single;31160.0;1;0;59;16;3;25;6;1;13;2;2;0;3;8;0;0;0;0;0;0;0;High;48;0;32.0;80;1;64;0.6666666666666666;0.4
251;Graduation;Single;29938.0;1;0;52;3;3;7;0;2;11;2;1;0;3;6;0;0;0;0;0;0;0;High;38;0;13.0;29;1;26;0.5;0.25
252;Graduation;Divorced;102692.0;0;0;5;168;148;444;32;172;148;1;6;9;13;2;0;1;1;1;1;0;1;High;49;4;1112.0;1280;0;1112;0.16666666666666666;0.21428571428571427
253;2n Cycle;Together;26490.0;0;0;92;45;47;52;21;20;25;2;3;1;5;6;0;0;0;0;0;0;0;Low;65;0;105.0;255;0;210;0.5;0.3333333333333333
254;Graduation;Together;75702.0;1;1;77;650;28;353;45;42;30;5;4;6;11;8;0;0;0;0;0;0;0;High;56;0;229.6;1798;1;1148;0.6666666666666666;0.19047619047619047
255;PhD;Single;30899.0;1;0;35;24;0;8;0;0;1;2;1;0;3;6;0;0;0;0;0;0;0;High;49;0;16.5;57;1;33;0.5;0.25
256;PhD;Together;63342.0;0;1;48;918;21;118;13;10;21;3;8;3;5;6;0;1;0;0;0;0;0;High;62;1;367.0;2019;1;1101;0.5;0.5
257;Graduation;Single;45989.0;0;1;97;138;33;87;28;24;12;4;3;2;7;3;0;0;0;0;0;0;0;High;59;0;80.5;460;1;322;0.25;0.25
258;Graduation;Single;18701.0;1;1;95;12;4;2;10;6;10;4;2;0;4;5;0;0;0;0;0;0;0;High;59;0;11.0;56;1;44;0.4166666666666667;0.3333333333333333
259;PhD;Single;40737.0;2;1;24;11;0;4;0;0;2;1;1;0;2;8;0;0;0;0;0;0;0;High;66;0;17.0;28;1;17;0.6666666666666666;0.3333333333333333
260;Graduation;Divorced;15287.0;1;0;60;1;2;8;4;3;13;2;1;1;2;7;1;0;0;0;0;0;1;High;44;1;15.5;32;1;31;0.5833333333333334;0.25
261;PhD;Divorced;69674.0;0;2;46;554;41;215;11;0;24;3;10;2;10;5;0;0;0;0;0;0;0;High;55;0;281.6666666666667;1399;1;845;0.4166666666666667;0.45454545454545453
262;Master;Married;44159.0;1;0;85;167;2;62;24;13;7;4;4;1;6;5;0;0;0;0;0;0;0;High;53;0;68.75;442;1;275;0.4166666666666667;0.36363636363636365
263;PhD;Married;37717.0;1;0;31;9;0;6;4;1;5;1;1;0;2;9;0;0;0;0;0;0;0;High;45;0;25.0;34;1;25;0.75;0.3333333333333333
264;Master;Together;43776.0;1;1;9;177;2;71;3;2;20;6;5;2;4;8;0;0;0;0;0;0;1;High;71;0;45.833333333333336;452;1;275;0.6666666666666666;0.45454545454545453
265;Master;Married;38179.0;1;1;30;38;4;22;4;2;20;4;3;1;3;7;0;0;0;0;0;0;0;High;57;0;22.5;128;1;90;0.5833333333333334;0.42857142857142855
266;Graduation;Married;80124.0;0;0;47;483;84;398;205;84;241;1;3;7;8;1;1;0;0;0;0;0;0;High;60;1;1495.0;1978;0;1495;0.08333333333333333;0.16666666666666666
267;PhD;Married;38097.0;1;1;70;77;2;35;0;1;69;4;3;2;2;7;1;0;0;0;0;0;1;High;53;1;46.0;261;1;184;0.5833333333333334;0.42857142857142855
268;Graduation;Married;72940.0;0;0;13;182;74;298;162;149;116;1;3;3;6;1;0;0;0;0;0;0;0;High;53;0;981.0;1163;0;981;0.08333333333333333;0.25
269;Graduation;Together;22070.0;1;0;11;10;7;19;8;2;21;2;2;2;2;6;0;0;0;0;0;0;0;High;53;0;33.5;77;1;67;0.5;0.3333333333333333
270;Graduation;Single;69267.0;0;0;31;778;44;499;95;73;146;2;3;4;5;7;0;0;0;0;0;0;1;High;70;0;817.5;2413;0;1635;0.5833333333333334;0.25
271;Master;Single;31788.0;1;0;15;16;7;23;0;8;6;3;3;0;4;5;0;0;0;0;0;1;0;High;40;0;20.0;76;1;60;0.4166666666666667;0.42857142857142855
272;PhD;Together;61905.0;0;1;2;167;0;43;6;2;13;2;4;2;4;5;0;0;0;0;0;0;0;High;48;0;115.5;398;1;231;0.4166666666666667;0.4
273;Graduation;Married;29315.0;1;1;55;13;2;14;8;7;4;4;2;0;4;6;0;0;0;0;0;0;0;High;63;0;12.0;61;1;48;0.5;0.3333333333333333
274;Graduation;Divorced;33378.0;1;1;38;33;6;40;3;7;10;3;2;0;4;7;0;0;0;0;0;0;0;High;60;0;33.0;132;1;99;0.5833333333333334;0.3333333333333333
275;PhD;Together;66313.0;0;1;86;625;7;99;10;22;7;2;6;3;12;4;0;0;0;0;0;0;0;High;60;0;385.0;1395;1;770;0.3333333333333333;0.2857142857142857
276;Graduation;Single;60714.0;0;0;56;216;162;224;101;92;162;2;7;4;10;5;0;0;0;0;0;0;1;High;67;0;478.5;1173;0;957;0.4166666666666667;0.3333333333333333
277;Master;Together;77882.0;0;0;29;68;129;396;188;22;15;1;3;3;5;1;0;0;0;0;0;0;0;High;42;0;818.0;886;0;818;0.08333333333333333;0.2727272727272727
278;PhD;Single;69867.0;0;0;30;196;0;512;33;130;54;1;3;5;8;1;0;0;0;1;0;0;1;High;37;1;925.0;1121;0;925;0.08333333333333333;0.1875
279;Master;Divorced;63841.0;0;1;64;635;15;100;20;7;131;1;9;3;9;6;0;0;0;0;0;0;0;High;55;0;908.0;1543;1;908;0.5;0.42857142857142855
280;Basic;Married;24480.0;1;0;46;4;19;9;28;25;17;3;3;0;4;7;0;0;0;0;0;0;0;Middle;42;0;34.0;106;1;102;0.5833333333333334;0.42857142857142855
281;Graduation;Together;51369.0;0;1;84;297;7;79;0;11;182;2;8;2;4;8;0;0;0;0;0;0;0;High;47;0;288.0;873;1;576;0.6666666666666666;0.5714285714285714
282;Graduation;Together;37760.0;0;0;20;84;5;38;150;12;28;2;4;1;6;7;0;0;0;0;0;0;0;High;77;0;158.5;401;0;317;0.5833333333333334;0.36363636363636365
283;PhD;Together;65640.0;0;1;74;204;7;149;20;15;66;1;5;1;8;2;0;0;0;0;0;0;0;High;49;0;461.0;665;1;461;0.16666666666666666;0.35714285714285715
284;Master;Married;44319.0;1;1;18;26;0;8;0;0;3;2;2;0;3;5;0;0;0;0;0;0;0;High;48;0;18.5;63;1;37;0.4166666666666667;0.4
285;Graduation;Married;30631.0;1;0;75;15;6;20;4;5;20;1;3;1;2;7;0;0;0;0;0;0;0;High;49;0;70.0;85;1;70;0.5833333333333334;0.5
286;Graduation;Together;75278.0;0;0;17;304;98;230;150;74;74;1;6;3;13;3;0;0;0;0;0;0;0;High;71;0;930.0;1234;0;930;0.25;0.2727272727272727
287;Master;Together;50898.0;1;1;88;285;28;242;55;114;135;13;6;2;12;5;0;0;0;0;0;0;0;High;67;0;66.07692307692308;1144;1;859;0.4166666666666667;0.3
288;Graduation;Widow;79946.0;0;0;19;395;183;565;166;141;28;1;5;11;5;3;0;0;0;0;0;0;0;High;57;0;1478.0;1873;0;1478;0.25;0.23809523809523808
289;Master;Divorced;35416.0;0;0;62;248;3;81;4;3;51;3;7;1;5;8;0;0;0;0;0;0;0;High;74;0;130.0;638;0;390;0.6666666666666666;0.5384615384615384
290;2n Cycle;Together;32414.0;0;0;11;20;6;5;0;9;12;1;1;0;3;7;1;0;0;0;0;0;0;Low;39;1;52.0;72;0;52;0.5833333333333334;0.25
291;Graduation;Together;38361.0;1;0;74;39;0;56;20;8;14;3;3;1;3;7;0;0;0;0;0;0;0;High;54;0;45.666666666666664;176;1;137;0.5833333333333334;0.42857142857142855
292;Graduation;Married;82497.0;0;0;32;777;129;573;216;21;203;1;2;7;9;4;0;0;1;0;0;0;0;High;43;1;1919.0;2696;0;1919;0.3333333333333333;0.1111111111111111
293;Graduation;Together;16626.0;2;0;76;8;3;22;21;1;13;3;3;0;3;9;0;0;0;0;0;0;0;High;52;0;22.666666666666668;76;1;68;0.75;0.5
294;Graduation;Together;29672.0;1;1;6;9;1;3;0;4;8;1;0;0;3;6;0;0;0;0;0;0;0;High;58;0;25.0;34;1;25;0.5;0.0
295;Master;Together;55951.0;0;1;62;1241;0;80;0;13;40;3;3;6;11;8;0;1;0;0;1;0;0;High;71;2;458.0;2615;1;1374;0.6666666666666666;0.15
296;2n Cycle;Divorced;35388.0;1;0;20;6;4;7;4;3;8;1;1;0;3;7;0;0;0;0;0;0;0;Low;35;0;32.0;38;1;32;0.5833333333333334;0.25
297;Master;Together;42386.0;1;0;43;65;4;16;0;4;11;1;3;0;3;8;0;0;0;0;0;0;0;High;37;0;100.0;165;1;100;0.6666666666666666;0.5
298;Graduation;Single;68627.0;0;0;45;395;15;263;60;54;38;1;2;3;6;1;0;0;0;0;0;0;0;High;41;0;825.0;1220;0;825;0.08333333333333333;0.18181818181818182
299;PhD;Divorced;57912.0;0;1;34;801;0;80;0;0;35;5;8;3;12;5;0;1;0;0;0;0;0;High;58;1;183.2;1717;1;916;0.4166666666666667;0.34782608695652173
300;Graduation;Divorced;35246.0;1;1;53;36;0;12;2;2;10;4;3;1;3;5;0;0;0;0;0;0;0;High;65;0;15.5;98;1;62;0.4166666666666667;0.42857142857142855
301;2n Cycle;Together;58821.0;0;1;44;513;14;154;19;0;28;1;9;2;9;6;0;0;0;0;0;0;0;Low;67;0;728.0;1241;1;728;0.5;0.45
302;PhD;Married;46377.0;1;0;89;37;0;46;4;3;0;1;2;1;3;4;0;0;0;0;0;0;0;High;45;0;90.0;127;1;90;0.3333333333333333;0.3333333333333333
303;Graduation;Single;39747.0;1;0;43;80;15;93;20;13;52;3;5;1;4;8;0;0;0;0;0;0;0;High;35;0;91.0;353;1;273;0.6666666666666666;0.5
304;Graduation;Together;23976.0;1;0;68;14;1;21;2;3;25;3;3;1;3;7;0;0;0;0;0;0;0;High;39;0;22.0;80;1;66;0.5833333333333334;0.42857142857142855
305;Master;Married;80950.0;0;0;44;525;147;112;219;147;63;1;6;7;9;2;0;0;0;1;0;0;0;High;62;1;1213.0;1738;0;1213;0.16666666666666666;0.2727272727272727
306;Graduation;Widow;27038.0;0;0;64;1;26;25;17;23;15;1;3;0;3;9;0;0;0;0;0;0;1;High;57;0;107.0;108;0;107;0.75;0.5
307;Graduation;Single;77457.0;0;0;85;675;11;400;15;45;11;1;2;5;10;1;0;0;1;0;0;0;0;High;76;1;1157.0;1832;0;1157;0.08333333333333333;0.11764705882352941
308;Master;Married;64100.0;0;1;93;509;0;27;0;0;10;1;8;3;6;7;0;1;0;0;0;0;0;High;59;1;546.0;1055;1;546;0.5833333333333334;0.47058823529411764
309;Master;Together;42670.0;0;0;12;154;2;46;20;4;15;1;4;2;4;4;0;0;0;0;0;0;0;High;31;0;241.0;395;0;241;0.3333333333333333;0.4
310;Graduation;Divorced;12571.0;1;0;86;3;5;14;2;12;17;4;3;1;3;6;0;0;0;0;0;0;0;High;47;0;13.25;56;1;53;0.5;0.42857142857142855
311;Graduation;Married;22574.0;2;1;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;0;High;56;0;18.5;62;1;37;0.5833333333333334;0.4
313;Master;Single;70893.0;0;0;42;768;44;561;77;44;14;1;6;6;10;3;0;0;0;0;0;0;0;High;47;0;1508.0;2276;0;1508;0.25;0.2727272727272727
314;Graduation;Married;54198.0;1;1;13;185;0;28;3;2;17;6;3;1;6;4;0;0;0;0;0;0;0;High;57;0;39.166666666666664;420;1;235;0.3333333333333333;0.3
315;Master;Together;28839.0;1;1;86;24;0;7;0;0;1;2;2;0;3;5;0;0;0;0;0;0;0;High;67;0;16.0;56;1;32;0.4166666666666667;0.4
316;Graduation;Married;40321.0;1;1;59;44;4;21;6;0;27;2;3;0;3;7;0;0;0;0;0;0;0;High;51;0;51.0;146;1;102;0.5833333333333334;0.5
317;Graduation;Single;66503.0;1;0;30;91;64;128;65;3;50;2;4;3;6;3;0;0;0;0;0;0;0;High;38;0;200.5;492;1;401;0.25;0.3076923076923077
318;Graduation;Married;30833.0;1;1;33;11;0;7;3;1;6;2;1;0;3;5;0;0;0;0;0;0;0;High;72;0;14.0;39;1;28;0.4166666666666667;0.25
